execution_id,location_name,location_code,region,country,lat,lon,tz_id,localtime,temp_c,temp_f,feels_like_c,feels_like_f,humidity,wind_kph,wind_mph,wind_degree,wind_dir,gust_kph,gust_mph,pressure_mb,pressure_in,precip_mm,precip_in,cloud,uv,vis_km,vis_miles,condition_text,condition_code,aqi_us,aqi_gb,pm2_5,pm10,co,no2,o3,so2,last_updated,extract_time
EXEC-20251121-001,Hà Nội,HN,Miền Bắc,Vietnam,21.0333,105.8500,Asia/Bangkok,2025-11-21 16:16,24.0,75.2,25.0,76.9,44,15.8,9.8,29,NNE,22.2,13.8,1021.0,30.15,0.0,0.00,0,0.8,10.0,6.0,"Sunny",1000,2,2,18.75,19.05,597.85,19.55,51.00,18.75,2025-11-21 16:15,2025-11-21 16:17:13
EXEC-20251121-001,Hải Phòng,HP,Miền Bắc,Vietnam,20.8561,106.6822,Asia/Bangkok,2025-11-21 16:15,22.8,73.1,24.7,76.4,51,5.8,3.6,61,ENE,8.1,5.0,1021.0,30.14,0.0,0.00,19,0.8,10.0,6.0,"Sunny",1000,1,2,15.05,15.55,328.85,16.35,57.00,20.15,2025-11-21 16:15,2025-11-21 16:17:13
EXEC-20251121-001,Hạ Long,QN,Miền Bắc,Vietnam,21.2333,106.9000,Asia/Bangkok,2025-11-21 16:16,21.0,69.7,21.0,69.7,54,4.3,2.7,85,E,6.3,3.9,1021.0,30.15,0.0,0.00,21,0.8,10.0,6.0,"Sunny",1000,1,1,9.55,10.05,209.85,7.35,69.00,15.05,2025-11-21 16:15,2025-11-21 16:17:14
EXEC-20251121-001,Bắc Ninh,BNI,Miền Bắc,Vietnam,21.1833,106.0500,Asia/Bangkok,2025-11-21 16:15,24.0,75.2,25.1,77.2,44,20.2,12.5,29,NNE,28.3,17.6,1021.0,30.15,0.0,0.00,0,0.8,10.0,6.0,"Sunny",1000,1,1,10.55,10.95,390.85,9.45,65.00,19.35,2025-11-21 16:15,2025-11-21 16:17:14
EXEC-20251121-001,Hải Dương,HD,Miền Bắc,Vietnam,20.9333,106.3167,Asia/Bangkok,2025-11-21 16:15,24.0,75.2,25.2,77.4,44,5.0,3.1,47,NE,5.8,3.6,1021.0,30.15,0.0,0.00,0,0.8,10.0,6.0,"Sunny",1000,1,2,15.05,15.55,344.85,16.35,57.00,20.15,2025-11-21 16:15,2025-11-21 16:17:15
EXEC-20251121-001,Hưng Yên,HY,Miền Bắc,Vietnam,20.5410,105.9140,Asia/Bangkok,2025-11-21 16:15,24.0,75.2,25.1,77.2,44,15.1,9.4,24,NNE,20.8,13.0,1021.0,30.15,0.0,0.00,0,0.8,10.0,6.0,"Sunny",1000,2,3,25.45,25.65,383.85,27.45,46.00,30.05,2025-11-21 16:15,2025-11-21 16:17:15
EXEC-20251121-001,Phủ Lý,HNA,Miền Bắc,Vietnam,20.5410,105.9140,Asia/Bangkok,2025-11-21 16:15,24.0,75.2,25.1,77.2,44,15.1,9.4,24,NNE,20.8,13.0,1021.0,30.15,0.0,0.00,0,0.8,10.0,6.0,"Sunny",1000,2,3,25.45,25.65,383.85,27.45,46.00,30.05,2025-11-21 16:15,2025-11-21 16:17:15
EXEC-20251121-001,Nam Định,ND,Miền Bắc,Vietnam,20.4167,106.1667,Asia/Bangkok,2025-11-21 16:16,23.1,73.6,24.7,76.5,48,15.1,9.4,23,NNE,20.7,12.9,1020.0,30.13,0.0,0.00,19,0.8,10.0,6.0,"Sunny",1000,2,3,25.45,25.65,383.85,27.45,46.00,30.05,2025-11-21 16:15,2025-11-21 16:17:16
EXEC-20251121-001,Thái Bình,TB,Miền Bắc,Vietnam,20.4500,106.3330,Asia/Bangkok,2025-11-21 16:16,23.0,73.4,24.6,76.4,47,11.2,6.9,26,NNE,15.0,9.4,1020.0,30.13,0.0,0.00,20,0.8,10.0,6.0,"Sunny",1000,2,2,21.15,21.35,296.85,22.85,50.00,30.55,2025-11-21 16:15,2025-11-21 16:17:16
EXEC-20251121-001,Ninh Bình,NB,Miền Bắc,Vietnam,20.2539,105.9750,Asia/Bangkok,2025-11-21 16:15,23.1,73.6,24.7,76.5,47,15.1,9.4,24,NNE,20.8,13.0,1020.0,30.13,0.0,0.00,19,0.8,10.0,6.0,"Sunny",1000,2,3,25.45,25.65,383.85,27.45,46.00,30.05,2025-11-21 16:15,2025-11-21 16:17:17
