execution_id,location_name,location_code,region,country,lat,lon,tz_id,localtime_epoch,localtime,temp_c,temp_f,feels_like_c,feels_like_f,humidity,wind_kph,wind_mph,wind_degree,wind_dir,gust_kph,gust_mph,pressure_mb,pressure_in,precip_mm,precip_in,cloud,uv,vis_km,vis_miles,is_day,condition_text,condition_icon,condition_code,aqi_us,aqi_gb,pm2_5,pm10,co,no2,o3,so2,last_updated,extract_time
EXT_20251125_001,Cao Bằng,CB,Miền Bắc,Vietnam,22.6667,106.2500,Asia/Bangkok,1764074469,2025-11-25 19:41,10.4,50.7,10.7,51.2,71,3.6,2.2,15,NNE,7.6,4.7,1021.0,30.16,0.0,0.00,4,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,2,2,19.25,20.55,224.85,2.05,107.00,10.35,2025-11-25 19:30,2025-11-25 19:42:30
EXT_20251125_001,Bắc Kạn,BK,Miền Bắc,Vietnam,22.1330,105.8330,Asia/Bangkok,1764074489,2025-11-25 19:41,11.4,52.6,11.6,52.8,70,4.3,2.7,54,NE,9.1,5.6,1021.0,30.15,0.0,0.00,5,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,2,2,19.35,20.45,243.85,2.05,107.00,9.25,2025-11-25 19:30,2025-11-25 19:42:30
EXT_20251125_001,Tuyên Quang,TQ,Miền Bắc,Vietnam,21.8233,105.2181,Asia/Bangkok,1764074470,2025-11-25 19:41,18.4,65.2,18.5,65.2,55,3.6,2.2,280,W,10.8,6.7,1020.0,30.11,0.0,0.00,6,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,2,2,19.15,20.85,281.85,2.25,112.00,9.35,2025-11-25 19:30,2025-11-25 19:42:30
EXT_20251125_001,Hà Giang,HG,Miền Bắc,Vietnam,22.8333,104.9833,Asia/Bangkok,1764074448,2025-11-25 19:40,13.7,56.7,14.4,57.8,70,3.6,2.2,319,NW,7.1,4.4,1021.0,30.15,0.0,0.00,2,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,2,14.55,16.85,221.85,1.95,111.00,7.65,2025-11-25 19:30,2025-11-25 19:42:31
EXT_20251125_001,Lào Cai,LC,Miền Bắc,Vietnam,22.4833,103.9500,Asia/Bangkok,1764074490,2025-11-25 19:41,11.1,52.0,11.1,52.0,72,3.6,2.2,219,SW,6.0,3.8,1020.0,30.12,0.0,0.00,5,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,2,15.25,17.25,255.85,1.85,111.00,8.65,2025-11-25 19:30,2025-11-25 19:42:31
EXT_20251125_001,Yên Bái,YB,Miền Bắc,Vietnam,21.7000,104.8670,Asia/Bangkok,1764074448,2025-11-25 19:40,18.4,65.2,18.5,65.2,55,3.6,2.2,280,W,10.8,6.7,1020.0,30.11,0.0,0.00,6,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,2,2,19.15,20.85,281.85,2.25,112.00,9.35,2025-11-25 19:30,2025-11-25 19:42:31
EXT_20251125_001,Lai Châu,LCH,Miền Bắc,Vietnam,22.0667,103.1667,Asia/Bangkok,1764074472,2025-11-25 19:41,10.4,50.8,10.6,51.1,67,4.0,2.5,45,NE,8.3,5.2,1020.0,30.11,0.0,0.00,4,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,2,12.85,14.15,225.85,1.55,112.00,6.65,2025-11-25 19:30,2025-11-25 19:42:32
EXT_20251125_001,Điện Biên,DB,Miền Bắc,Vietnam,21.3833,103.0167,Asia/Bangkok,1764074491,2025-11-25 19:41,11.1,52.0,11.2,52.2,85,4.3,2.7,98,E,9.1,5.6,1019.0,30.10,0.0,0.00,13,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,2,14.95,15.85,224.85,1.35,112.00,7.05,2025-11-25 19:30,2025-11-25 19:42:32
EXT_20251125_001,Sơn La,SL,Miền Bắc,Vietnam,21.3167,103.9000,Asia/Bangkok,1764074491,2025-11-25 19:41,11.3,52.3,11.0,51.8,81,5.8,3.6,154,SSE,12.1,7.5,1020.0,30.13,0.0,0.00,19,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,2,14.75,16.05,246.85,1.45,116.00,7.35,2025-11-25 19:30,2025-11-25 19:42:32
EXT_20251125_001,Hòa Bình,HB,Miền Bắc,Vietnam,20.8133,105.3383,Asia/Bangkok,1764074492,2025-11-25 19:41,19.4,66.9,19.4,66.9,60,3.6,2.2,196,SSW,10.8,6.7,1019.0,30.09,0.0,0.00,0,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,2,2,19.85,20.85,256.85,2.65,116.00,12.45,2025-11-25 19:30,2025-11-25 19:42:33
EXT_20251125_001,Thanh Hóa,TH,Miền Trung,Vietnam,19.8000,105.7667,Asia/Bangkok,1764074472,2025-11-25 19:41,19.2,66.5,19.2,66.5,62,6.1,3.8,53,NE,12.8,8.0,1019.0,30.10,0.0,0.00,6,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,2,2,22.35,22.75,335.85,6.65,117.00,23.35,2025-11-25 19:30,2025-11-25 19:42:33
EXT_20251125_001,Vinh,NA,Miền Trung,Vietnam,18.6667,105.6667,Asia/Bangkok,1764074450,2025-11-25 19:40,19.2,66.5,19.2,66.5,68,5.4,3.4,69,ENE,10.3,6.4,1019.0,30.10,0.0,0.00,6,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,2,2,20.45,20.85,319.85,7.55,115.00,20.95,2025-11-25 19:30,2025-11-25 19:42:33
EXT_20251125_001,Hà Tĩnh,HT,Miền Trung,Vietnam,18.3333,105.9000,Asia/Bangkok,1764074493,2025-11-25 19:41,18.6,65.5,18.6,65.5,74,7.2,4.5,10,N,13.8,8.6,1019.0,30.10,0.0,0.00,7,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,2,2,18.55,20.75,326.85,4.45,119.00,11.35,2025-11-25 19:30,2025-11-25 19:42:34
EXT_20251125_001,Đồng Hới,QB,Miền Trung,Vietnam,17.5000,106.6333,Asia/Bangkok,1764074474,2025-11-25 19:41,20.1,68.2,20.1,68.2,75,23.8,14.8,8,N,37.7,23.4,1019.0,30.08,0.1,0.00,100,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,2,2,22.95,29.15,288.85,1.75,121.00,6.15,2025-11-25 19:30,2025-11-25 19:42:34
EXT_20251125_001,Đông Hà,QT,Miền Trung,Vietnam,19.8167,105.9000,Asia/Bangkok,1764074474,2025-11-25 19:41,19.3,66.7,19.3,66.7,62,6.5,4.0,56,ENE,13.4,8.3,1019.0,30.10,0.0,0.00,6,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,2,2,22.35,22.75,335.85,6.65,117.00,23.35,2025-11-25 19:30,2025-11-25 19:42:34
EXT_20251125_001,Huế,TTH,Miền Trung,Ethiopia,14.2500,36.5830,Africa/Asmara,1764074493,2025-11-25 15:41,36.3,97.4,34.8,94.7,14,8.3,5.1,316,NW,9.5,5.9,1007.0,29.74,0.0,0.00,3,4.9,10.0,6.0,1,"Sunny","https://cdn.weatherapi.com/weather/64x64/day/113.png",1000,1,1,7.32,14.62,140.82,1.12,94.00,1.52,2025-11-25 15:30,2025-11-25 19:42:34
EXT_20251125_001,Đà Nẵng,DN,Miền Trung,Vietnam,17.8167,105.9000,Asia/Bangkok,1764074494,2025-11-25 19:41,15.7,60.3,15.7,60.3,90,7.6,4.7,7,N,11.8,7.4,1019.0,30.10,0.0,0.00,55,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,2,2,19.45,21.15,336.85,3.75,111.00,9.35,2025-11-25 19:30,2025-11-25 19:42:35
EXT_20251125_001,Tam Kỳ,QNA,Miền Trung,Vietnam,15.5667,108.4833,Asia/Ho_Chi_Minh,1764074475,2025-11-25 19:41,22.1,71.8,24.6,76.2,78,19.8,12.3,31,NNE,33.6,20.8,1017.0,30.03,0.8,0.03,50,0.0,10.0,6.0,0,"Partly cloudy","https://cdn.weatherapi.com/weather/64x64/night/116.png",1003,2,2,21.95,25.15,326.85,3.15,154.00,13.45,2025-11-25 19:30,2025-11-25 19:42:35
EXT_20251125_001,Quảng Ngãi,QNG,Miền Trung,Vietnam,15.1167,108.8000,Asia/Ho_Chi_Minh,1764074494,2025-11-25 19:41,21.1,69.9,21.1,69.9,89,11.5,7.2,10,N,20.2,12.5,1016.0,30.02,0.5,0.02,76,0.0,10.0,6.0,0,"Light rain shower","https://cdn.weatherapi.com/weather/64x64/night/353.png",1240,2,2,23.05,28.05,341.85,2.15,147.00,11.25,2025-11-25 19:30,2025-11-25 19:42:35
EXT_20251125_001,Quy Nhơn,BD,Miền Trung,Vietnam,13.7667,109.2333,Asia/Ho_Chi_Minh,1764074495,2025-11-25 19:41,23.7,74.7,25.7,78.2,81,35.6,22.1,13,NNE,54.2,33.7,1014.0,29.95,0.1,0.00,82,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,2,2,22.15,27.35,265.85,1.95,135.00,9.55,2025-11-25 19:30,2025-11-25 19:42:36
EXT_20251125_001,Tuy Hòa,PY,Miền Trung,Vietnam,13.0833,109.3000,Asia/Ho_Chi_Minh,1764074487,2025-11-25 19:41,23.2,73.7,25.3,77.5,84,25.2,15.7,13,NNE,39.0,24.2,1014.0,29.94,0.2,0.01,66,0.0,10.0,6.0,0,"Light rain shower","https://cdn.weatherapi.com/weather/64x64/night/353.png",1240,2,2,20.85,26.05,260.85,2.15,132.00,8.05,2025-11-25 19:30,2025-11-25 19:42:36
EXT_20251125_001,Nha Trang,KH,Miền Trung,Vietnam,12.2500,109.1833,Asia/Ho_Chi_Minh,1764074495,2025-11-25 19:41,21.8,71.2,21.8,71.2,83,21.6,13.4,350,N,39.3,24.4,1013.0,29.92,0.0,0.00,74,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,1,2,13.15,16.85,207.85,1.75,117.00,4.65,2025-11-25 19:30,2025-11-25 19:42:36
EXT_20251125_001,Phan Rang,NT,Miền Trung,Vietnam,11.5667,108.9833,Asia/Ho_Chi_Minh,1764074476,2025-11-25 19:41,22.1,71.8,24.6,76.2,81,27.7,17.2,359,N,45.9,28.5,1012.0,29.89,0.0,0.00,84,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,1,2,12.25,15.95,197.85,1.85,118.00,3.85,2025-11-25 19:30,2025-11-25 19:42:37
EXT_20251125_001,Phan Thiết,BT,Miền Trung,Vietnam,10.9333,108.1000,Asia/Ho_Chi_Minh,1764074477,2025-11-25 19:41,24.7,76.5,26.3,79.3,69,20.9,13.0,60,ENE,36.3,22.6,1009.0,29.80,0.0,0.00,11,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,1,9.45,12.25,214.85,1.75,109.00,2.65,2025-11-25 19:30,2025-11-25 19:42:37
EXT_20251125_001,Kon Tum,KT,Tây Nguyên,Vietnam,14.3667,107.9500,Asia/Ho_Chi_Minh,1764074477,2025-11-25 19:41,18.0,64.4,18.0,64.4,85,5.4,3.4,67,ENE,10.3,6.4,1014.0,29.95,0.0,0.00,13,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,1,10.15,10.55,250.85,1.45,113.00,5.45,2025-11-25 19:30,2025-11-25 19:42:37
EXT_20251125_001,Pleiku,GL,Tây Nguyên,Vietnam,13.9833,108.0000,Asia/Ho_Chi_Minh,1764074478,2025-11-25 19:41,17.5,63.4,17.5,63.4,80,13.7,8.5,45,NE,23.0,14.3,1014.0,29.96,0.0,0.00,12,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,1,11.05,11.55,239.85,1.75,111.00,6.15,2025-11-25 19:30,2025-11-25 19:42:38
EXT_20251125_001,Buôn Ma Thuột,DL,Tây Nguyên,Vietnam,12.6667,108.0500,Asia/Ho_Chi_Minh,1764074497,2025-11-25 19:41,19.4,66.9,19.4,66.9,85,13.3,8.3,66,ENE,21.3,13.3,1014.0,29.94,0.0,0.00,61,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,1,1,8.35,8.95,199.85,1.75,103.00,4.75,2025-11-25 19:30,2025-11-25 19:42:38
EXT_20251125_001,Gia Nghĩa,DNO,Tây Nguyên,Vietnam,11.9833,107.7000,Asia/Ho_Chi_Minh,1764074497,2025-11-25 19:41,17.2,63.0,17.2,63.0,87,15.1,9.4,43,NE,24.5,15.2,1013.0,29.91,0.0,0.00,25,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,1,6.55,7.05,191.85,1.55,95.00,2.75,2025-11-25 19:30,2025-11-25 19:42:38
EXT_20251125_001,Đà Lạt,LD,Tây Nguyên,Vietnam,11.9333,108.4167,Asia/Ho_Chi_Minh,1764074498,2025-11-25 19:41,15.0,58.9,14.7,58.4,93,9.0,5.6,33,NNE,13.6,8.4,1014.0,29.95,0.0,0.00,33,0.0,10.0,6.0,0,"Partly Cloudy","https://cdn.weatherapi.com/weather/64x64/night/116.png",1003,1,1,6.25,7.25,212.85,1.55,96.00,2.85,2025-11-25 19:30,2025-11-25 19:42:39
EXT_20251125_001,Hồ Chí Minh,HCM,Miền Nam,Vietnam,10.7500,106.6667,Asia/Ho_Chi_Minh,1764074498,2025-11-25 19:41,29.1,84.4,35.2,95.4,52,3.6,2.2,229,SW,10.8,6.7,1009.0,29.80,0.1,0.01,0,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,2,2,16.35,17.25,406.85,17.05,104.00,10.35,2025-11-25 19:30,2025-11-25 19:42:39
EXT_20251125_001,Đồng Xoài,BP,Miền Nam,Vietnam,11.5333,106.9167,Asia/Ho_Chi_Minh,1764074479,2025-11-25 19:41,23.6,74.6,25.3,77.5,61,20.5,12.8,33,NNE,35.6,22.1,1010.0,29.82,0.0,0.00,11,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,1,7.15,7.55,205.85,1.65,94.00,2.95,2025-11-25 19:30,2025-11-25 19:42:39
EXT_20251125_001,Tây Ninh,TNI,Miền Nam,Vietnam,11.3000,106.1000,Asia/Ho_Chi_Minh,1764074485,2025-11-25 19:41,25.7,78.3,27.1,80.7,64,19.8,12.3,25,NNE,34.4,21.4,1010.0,29.82,0.0,0.00,9,0.0,10.0,6.0,0,"Clear","https://cdn.weatherapi.com/weather/64x64/night/113.png",1000,1,1,7.35,7.75,196.85,1.95,96.00,3.85,2025-11-25 19:30,2025-11-25 19:42:40
EXT_20251125_001,Thủ Dầu Một,BDU,Miền Nam,Vietnam,10.9500,106.8170,Asia/Ho_Chi_Minh,1764074480,2025-11-25 19:41,29.1,84.4,34.2,93.5,52,5.0,3.1,7,N,9.0,5.6,1009.0,29.80,0.1,0.00,0,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,2,2,16.35,17.25,230.85,17.05,104.00,10.35,2025-11-25 19:30,2025-11-25 19:42:40
EXT_20251125_001,Biên Hòa,DNa,Miền Nam,Vietnam,10.9500,106.8167,Asia/Ho_Chi_Minh,1764074480,2025-11-25 19:41,29.1,84.4,34.2,93.5,52,5.0,3.1,7,N,9.0,5.6,1009.0,29.80,0.1,0.00,0,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,2,2,16.35,17.25,230.85,17.05,104.00,10.35,2025-11-25 19:30,2025-11-25 19:42:40
EXT_20251125_001,Vũng Tàu,BRVT,Miền Nam,Vietnam,10.3500,107.0667,Asia/Ho_Chi_Minh,1764074457,2025-11-25 19:40,29.1,84.4,34.4,93.9,52,27.4,17.0,84,E,40.3,25.1,1009.0,29.80,0.0,0.00,0,0.0,10.0,6.0,0,"Overcast","https://cdn.weatherapi.com/weather/64x64/night/122.png",1009,1,2,13.55,17.35,407.85,4.35,128.00,4.35,2025-11-25 19:30,2025-11-25 19:42:41
EXT_20251125_001,Tân An,LA,Miền Nam,Vietnam,10.5333,106.4167,Asia/Ho_Chi_Minh,1764074480,2025-11-25 19:41,29.1,84.4,36.5,97.8,52,5.0,3.1,137,SE,9.0,5.6,1009.0,29.80,0.1,0.00,0,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,2,2,18.15,18.75,396.85,9.15,135.00,16.95,2025-11-25 19:30,2025-11-25 19:42:41
EXT_20251125_001,Mỹ Tho,TG,Miền Nam,Vietnam,10.3500,106.3500,Asia/Ho_Chi_Minh,1764074480,2025-11-25 19:41,29.1,84.4,37.5,99.6,52,6.5,4.0,122,ESE,12.6,7.8,1009.0,29.80,0.1,0.00,0,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,2,2,18.15,18.75,361.85,9.15,135.00,16.95,2025-11-25 19:30,2025-11-25 19:42:41
EXT_20251125_001,Bến Tre,BTE,Miền Nam,Vietnam,10.2333,106.3833,Asia/Ho_Chi_Minh,1764074481,2025-11-25 19:41,29.1,84.4,37.6,99.6,52,6.5,4.0,122,ESE,12.6,7.8,1009.0,29.80,0.1,0.00,0,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,2,2,18.15,18.75,361.85,9.15,135.00,16.95,2025-11-25 19:30,2025-11-25 19:42:42
EXT_20251125_001,Trà Vinh,TV,Miền Nam,Vietnam,9.9347,106.3453,Asia/Ho_Chi_Minh,1764074487,2025-11-25 19:41,24.9,76.8,27.5,81.5,89,11.2,6.9,94,E,20.0,12.4,1009.0,29.81,0.2,0.01,78,0.0,10.0,6.0,0,"Light rain shower","https://cdn.weatherapi.com/weather/64x64/night/353.png",1240,2,2,21.95,22.75,277.85,8.75,140.00,16.55,2025-11-25 19:30,2025-11-25 19:42:42
EXT_20251125_001,Vĩnh Long,VL,Miền Nam,Vietnam,10.2500,105.9667,Asia/Ho_Chi_Minh,1764074501,2025-11-25 19:41,25.9,78.6,28.5,83.3,81,9.0,5.6,87,E,17.6,11.0,1009.0,29.80,0.1,0.00,92,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,1,1,10.65,11.25,200.85,3.05,114.00,8.05,2025-11-25 19:30,2025-11-25 19:42:42
EXT_20251125_001,Cao Lãnh,DT,Miền Nam,Vietnam,10.4500,105.6333,Asia/Ho_Chi_Minh,1764074502,2025-11-25 19:41,26.6,79.8,28.7,83.7,72,13.0,8.1,44,NE,23.6,14.7,1009.0,29.80,0.0,0.00,100,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,1,1,8.55,9.15,200.85,2.55,102.00,4.95,2025-11-25 19:30,2025-11-25 19:42:42
EXT_20251125_001,Long Xuyên,AG,Miền Nam,Vietnam,10.3833,105.4167,Asia/Ho_Chi_Minh,1764074483,2025-11-25 19:41,26.4,79.5,28.4,83.1,71,15.5,9.6,8,N,28.2,17.5,1009.0,29.80,0.0,0.00,79,0.0,10.0,6.0,0,"Patchy rain nearby","https://cdn.weatherapi.com/weather/64x64/night/176.png",1063,1,1,8.55,9.15,203.85,2.55,102.00,4.95,2025-11-25 19:30,2025-11-25 19:42:43
